store_name,city_name,state_id,lat,lng
Target Amarillo,Amarillo,TX,35.186,-101.934
Target Arlington South,Arlington,TX,32.684,-97.136
Target Balcones Heights Crossroads,Balcones Heights,TX,29.492,-98.551
Target Baytown,Baytown,TX,29.772,-94.976
Target Beaumont,Beaumont,TX,30.126,-94.153
Target Bee Cave,Bee Cave,TX,30.318,-97.951
Target Bryan,Bryan,TX,30.665,-96.322
Target Brownsville North,Brownsville,TX,25.968,-97.51
Target Burleson,Burleson,TX,32.524,-97.349
Target Clear Lake Shores,Clear Lake Shores,TX,29.539,-95.022
Target Cedar Hill,Cedar Hill,TX,32.603,-96.937
Target College Station,College Station,TX,30.61,-96.315
Target Cedar Park,Cedar Park,TX,30.529,-97.814
Target Conroe,Conroe,TX,30.314,-95.474
Target Corpus Christi,Corpus Christi,TX,27.71,-97.376
Target Cypress,Cypress,TX,29.969,-95.696
Target League City,Dickinson,TX,29.459,-95.084
Target Euless,Euless,TX,32.881,-97.104
Target Flower Mound,Flower Mound,TX,33.068,-97.084
Target Galveston,Galveston,TX,29.291,-94.84
Target Georgetown,Georgetown,TX,30.631,-97.699
Target Garland East,Garland,TX,32.966,-96.646
Target Grapevine,Grapevine,TX,32.931,-97.09
Target Harker Heights,Harker Heights,TX,31.072,-97.669
Target Harlingen,Harlingen,TX,26.183,-97.722
Target Kyle,Kyle,TX,30.011,-97.864
Target Hurst,Hurst,TX,32.837,-97.184
Target Huntsville,Huntsville,TX,30.707,-95.566
Target Lake Worth,Lake Worth,TX,32.814,-97.43
Target Lake Jackson,Lake Jackson,TX,29.05,-95.465
Target Longview,Longview,TX,32.547,-94.725
Target Lufkin,Lufkin,TX,31.313,-94.72
Target Westwood Village,Magnolia,TX,30.218,-95.568
Target Mansfield,Mansfield,TX,32.59,-97.144
Target McAllen North,Mcallen,TX,26.268,-98.216
Target McKinney,Mckinney,TX,33.22,-96.638
Target McKinney SW,Mckinney,TX,33.13,-96.731
Target Mesquite,Mesquite,TX,32.814,-96.621
Target Midland,Midland,TX,32.024,-102.145
Target Mission,Mission,TX,26.198,-98.283
Target New Braunfels,New Braunfels,TX,29.731,-98.074
Target Missouri City,Missouri City,TX,29.568,-95.57
Target New Caney,New Caney,TX,30.133,-95.233
Target North Richland Hills,North Richland Hills,TX,32.907,-97.192
Target Odessa,Odessa,TX,31.892,-102.347
Target Pasadena,Pasadena,TX,29.65,-95.152
Target Pearland,Pearland,TX,29.553,-95.383
Target Pflugerville,Pflugerville,TX,30.467,-97.598
Target Port Arthur,Port Arthur,TX,29.948,-93.989
Target Portland Northshore,Portland,TX,27.898,-97.305
Target Prosper,Prosper,TX,33.224,-96.803
Target Richardson Sq Mall,Richardson,TX,32.94,-96.697
Target Richmond Grand Pkwy SW,Richmond,TX,29.658,-95.71
Target Rosenberg,Rosenberg,TX,29.548,-95.751
Target Rockwall,Rockwall,TX,32.894,-96.468
Target Round Rock,Round Rock,TX,30.479,-97.669
Target San Angelo,San Angelo,TX,31.432,-100.501
Target Rowlett,Rowlett,TX,32.908,-96.558
Target San Antonio NE,Selma,TX,29.569,-98.327
Target Sherman,Sherman,TX,33.68,-96.612
Target Stafford Kirkwood Rd,Stafford,TX,29.637,-95.579
Target Sugar Land,Sugar Land,TX,29.596,-95.627
Target Temple,Temple,TX,31.092,-97.386
Target Texarkana,Texarkana,TX,33.458,-94.092
Target Woodlands,The Woodlands,TX,30.17,-95.453
Target Houston Tomball North,Tomball,TX,30.092,-95.64
Target Tyler,Tyler,TX,32.273,-95.31
Target Victoria,Victoria,TX,28.866,-96.999
Target Waco,Waco,TX,31.533,-97.193
Target Waxahachie,Waxahachie,TX,32.418,-96.841
Target Watauga,Watauga,TX,32.889,-97.257
Target Weatherford,Weatherford,TX,32.727,-97.784
Target Baybrook,Webster,TX,29.536,-95.151
Target Wylie,Wylie,TX,33.009,-96.594
Target Wichita Falls,Wichita Falls,TX,33.865,-98.534
Target Allen North,Allen,TX,33.124,-96.661
Target Allen,Allen,TX,33.099,-96.682
Target Austin North,Austin,TX,30.363,-97.716
Target Austin SW,Austin,TX,30.234,-97.829
Target Austin South Lamar,Austin,TX,30.233,-97.792
Target Austin East,Austin,TX,30.316,-97.706
Target Austin Lakeline Mall Dr,Austin,TX,30.476,-97.797
Target Austin Southpark,Austin,TX,30.166,-97.793
Target Four Points,Austin,TX,30.403,-97.85
Target Austin UT Campus,Austin,TX,30.284,-97.742
Target Austin Arboretum,Austin,TX,30.393,-97.744
Target Austin Saltillo,Austin,TX,30.264,-97.734
Target North Dallas,Dallas,TX,32.928,-96.814
Target Medallion,Dallas,TX,32.857,-96.75
Target Cityplace Market,Dallas,TX,32.804,-96.791
Target Love Field,Dallas,TX,32.862,-96.854
Target North Dallas Coit Road,Dallas,TX,32.983,-96.77
Target Dallas South,Dallas,TX,32.65,-96.863
Target Northeast Dallas Skillman,Dallas,TX,32.866,-96.746
Target Dallas Preston Center,Dallas,TX,32.865,-96.807
Target El Paso West,El Paso,TX,31.82,-106.545
Target Denton North,Denton,TX,33.227,-97.168
Target Denton,Denton,TX,33.19,-97.099
Target El Paso East George Dieter Dr,El Paso,TX,31.77,-106.305
Target El Paso Central,El Paso,TX,31.782,-106.414
Target El Paso Joe Battle Blvd,El Paso,TX,31.759,-106.265
Target Eastchase,Fort Worth,TX,32.758,-97.17
Target Fort Worth Central,Fort Worth,TX,32.755,-97.354
Target Cityview,Fort Worth,TX,32.679,-97.413
Target Ridgmar,Fort Worth,TX,32.749,-97.432
Target Fort Worth,Fort Worth,TX,32.902,-97.324
Target Grand Prairie,Grand Prairie,TX,32.678,-97.01
Target Frisco North,Frisco,TX,33.173,-96.845
Target Frisco,Frisco,TX,33.105,-96.812
Target Grand Prairie S,Grand Prairie,TX,32.643,-97.061
Target Houston Westchase,Houston,TX,29.735,-95.568
Target Houston NW,Houston,TX,29.849,-95.502
Target Katy,Houston,TX,29.782,-95.717
Target Galleria,Houston,TX,29.745,-95.453
Target Tomball Parkway,Houston,TX,30.0,-95.584
Target Houston Memorial,Houston,TX,29.783,-95.542
Target Houston South Main,Houston,TX,29.692,-95.419
Target Copperfield,Houston,TX,29.878,-95.645
Target Houston Meyerland,Houston,TX,29.687,-95.462
Target Willowbrook,Houston,TX,29.968,-95.531
Target Houston Central,Houston,TX,29.774,-95.385
Target Steeplechase,Houston,TX,29.919,-95.605
Target Westheimer,Houston,TX,29.735,-95.518
Target Houston Eldridge Pkwy,Houston,TX,29.733,-95.627
Target Houston South,Houston,TX,29.602,-95.264
Target Humble,Humble,TX,30.019,-95.268
Target Houston Montrose,Houston,TX,29.741,-95.41
Target Atascocita,Humble,TX,30.0,-95.173
Target Irving,Irving,TX,32.839,-96.991
Target Irving North,Irving,TX,32.914,-96.962
Target Laredo,Laredo,TX,27.57,-99.5
Target Katy Cinco Ranch,Katy,TX,29.736,-95.776
Target Katy Elyson,Katy,TX,29.874,-95.874
Target Laredo East,Laredo,TX,27.516,-99.452
Target Vista Ridge,Lewisville,TX,33.011,-96.968
Target Lewisville State Highway 121,Lewisville,TX,33.064,-96.885
Target Lubbock University Ave,Lubbock,TX,33.528,-101.872
Target Lubbock Marsha Sharp,Lubbock,TX,33.549,-101.948
Target McAllen,Mcallen,TX,26.186,-98.213
Target McAllen Northwest,Mcallen,TX,26.245,-98.254
Target Plano,Plano,TX,33.037,-96.708
Target Plano West,Plano,TX,33.031,-96.827
Target Bitters,San Antonio,TX,29.565,-98.48
Target SW Military Drive,San Antonio,TX,29.356,-98.543
Target San Antonio North,San Antonio,TX,29.612,-98.511
Target San Antonio West,San Antonio,TX,29.548,-98.663
Target San Antonio SE,San Antonio,TX,29.354,-98.436
Target San Antonio Westover,San Antonio,TX,29.439,-98.65
Target La Cantera,San Antonio,TX,29.606,-98.597
Target Stone Oak,San Antonio,TX,29.653,-98.445
Target San Antonio Culebra,San Antonio,TX,29.488,-98.709
Target Park North,San Antonio,TX,29.519,-98.505
Target Alamo Heights,San Antonio,TX,29.489,-98.447
Target San Marcos,San Marcos,TX,29.846,-97.971
Target Houston North Central,Spring,TX,30.05,-95.435
Target San Marcos Downtown,San Marcos,TX,29.886,-97.941
Target Spring Grand Parkway North,Spring,TX,30.087,-95.52
Target American Fork,American Fork,UT,40.379,-111.815
Target Centerville,Centerville,UT,40.918,-111.887
Target Layton,Layton,UT,41.088,-111.981
Target Orem State Street,Orem,UT,40.297,-111.7
Target Riverdale,Riverdale,UT,41.176,-112.008
Target St George,Saint George,UT,37.103,-113.554
Target Sandy South Towne,Sandy,UT,40.567,-111.892
Target South Jordan,South Jordan,UT,40.542,-111.978
Target Spanish Fork,Spanish Fork,UT,40.122,-111.639
Target Taylorsville,Taylorsville,UT,40.646,-111.94
Target West Jordan SW,West Jordan,UT,40.61,-111.984
Target West Valley City,West Valley City,UT,40.714,-112.023
Target Provo Towne Centre,Provo,UT,40.218,-111.663
Target Provo State St and Bulldog Blvd UT,Provo,UT,40.252,-111.666
Target Fort Union,Salt Lake City,UT,40.623,-111.85
Target Salt Lake City,Salt Lake City,UT,40.746,-111.9
Target Salt Lake City Sugar House,Salt Lake City,UT,40.722,-111.856
Target South Burlington,South Burlington,VT,44.466,-73.183
Target Bridgeport,Bridgeport,WV,39.311,-80.274
Target Barboursville,Barboursville,WV,38.42,-82.285
Target Bristol,Bristol,VA,36.636,-82.11
Target Chantilly,Chantilly,VA,38.895,-77.445
Target Chester,Chester,VA,37.351,-77.41
Target Charlottesville,Charlottesville,VA,38.129,-78.441
Target Christiansburg,Christiansburg,VA,37.157,-80.423
Target Colonial Heights,Colonial Heights,VA,37.249,-77.386
Target Culpeper,Culpeper,VA,38.483,-77.967
Target Dumfries,Dumfries,VA,38.598,-77.333
Target Front Royal,Front Royal,VA,38.964,-78.193
Target Danville,Danville,VA,36.602,-79.419
Target Gainesville,Gainesville,VA,38.794,-77.607
Target Hampton,Hampton,VA,37.042,-76.392
Target Harrisonburg,Harrisonburg,VA,38.426,-78.844
Target Henrico Staples Mill Rd,Henrico,VA,37.639,-77.511
Target Teays Valley,Hurricane,WV,38.456,-81.931
Target Leesburg,Leesburg,VA,39.115,-77.535
Target Lynchburg,Lynchburg,VA,37.346,-79.191
Target Manassas West,Manassas,VA,38.739,-77.532
Target Martinsburg,Martinsburg,WV,39.438,-77.993
Target Mechanicsville,Mechanicsville,VA,37.6,-77.349
Target Newport News,Newport News,VA,37.108,-76.495
Target Morgantown,Morgantown,WV,39.649,-80.0
Target Norfolk,Norfolk,VA,36.865,-76.213
Target Reston,Reston,VA,38.955,-77.37
Target Roanoke,Roanoke,VA,37.3,-79.958
Target Rosslyn,Rosslyn,VA,38.895,-77.074
Target Charleston,South Charleston,WV,38.34,-81.713
Target Springfield,Springfield,VA,38.776,-77.174
Target Stafford,Stafford,VA,38.469,-77.408
Target Wheeling,Triadelphia,WV,40.056,-80.599
Target Waynesboro,Waynesboro,VA,38.057,-78.944
Target Alexandria,Alexandria,VA,38.833,-77.05
Target Alexandria Hybla Valley,Alexandria,VA,38.775,-77.083
Target Pentagon City Army Navy Dr,Arlington,VA,38.866,-77.063
Target Potomac Mills,Woodbridge,VA,38.655,-77.289
Target Ballston,Arlington,VA,38.88,-77.114
Target Greenbrier,Chesapeake,VA,36.771,-76.232
Target Chesapeake Sq Mall,Chesapeake,VA,36.828,-76.414
Target Fair Lakes,Fairfax,VA,38.855,-77.393
Target Hillcrest,Chesapeake,VA,36.659,-76.234
Target Fairfax,Fairfax,VA,38.798,-77.301
Target Merrifield,Fairfax,VA,38.873,-77.229
Target Skyline,Falls Church,VA,38.845,-77.119
Target Falls Church,Falls Church,VA,38.868,-77.142
Target Massaponax,Fredericksburg,VA,38.222,-77.506
Target Fredericksburg,Fredericksburg,VA,38.3,-77.513
Target Stafford South,Fredericksburg,VA,38.345,-77.494
Target Virginia Center Commons,Glen Allen,VA,37.673,-77.463
Target Glen Allen Broad St,Glen Allen,VA,37.652,-77.606
Target Richmond Brandermill,Midlothian,VA,37.421,-77.634
Target Midlothian Perimeter Dr,Midlothian,VA,37.512,-77.693
Target Richmond Central,Richmond,VA,37.588,-77.5
Target Richmond Midlothian Tpke,Richmond,VA,37.505,-77.607
Target Forest Hill,Richmond,VA,37.535,-77.527
Target Richmond East,Richmond,VA,37.527,-77.356
Target Sterling,Sterling,VA,39.026,-77.401
Target South Riding,Sterling,VA,38.952,-77.534
Target Dulles,Sterling,VA,39.009,-77.439
Target Princess Anne,Virginia Beach,VA,36.788,-76.109
Target Hilltop,Virginia Beach,VA,36.847,-76.022
Target Pembroke,Virginia Beach,VA,36.845,-76.134
Target Red Mill,Virginia Beach,VA,36.755,-76.01
Target Williamsburg,Williamsburg,VA,37.271,-76.761
Target Williamsburg East,Williamsburg,VA,37.259,-76.641
Target Winchester,Winchester,VA,39.154,-78.167
Target Bonney Lake,Bonney Lake,WA,47.172,-122.172
Target Bellingham,Bellingham,WA,48.787,-122.494
Target Winchester North,Winchester,VA,39.222,-78.136
Target Burlington,Burlington,WA,48.465,-122.339
Target Everett,Everett,WA,47.91,-122.227
Target Federal Way,Federal Way,WA,47.313,-122.306
Target Gig Harbor,Gig Harbor,WA,47.361,-122.608
Target Issaquah,Issaquah,WA,47.544,-122.05
Target Kelso,Kelso,WA,46.143,-122.899
Target Kennewick,Kennewick,WA,46.222,-119.222
Target Kent,Kent,WA,47.366,-122.203
Target Lake Stevens,Lake Stevens,WA,47.999,-122.102
Target Lacey,Lacey,WA,47.043,-122.836
Target Lakewood,Lakewood,WA,47.165,-122.51
Target Lynnwood,Lynnwood,WA,47.833,-122.267
Target Marysville,Marysville,WA,48.149,-122.192
Target Redmond,Redmond,WA,47.672,-122.103
Target Olympia,Olympia,WA,47.045,-122.935
Target Richland,Richland,WA,46.259,-119.313
Target Renton,Renton,WA,47.496,-122.2
Target Silverdale,Silverdale,WA,47.658,-122.695
Target South Center,Tukwila,WA,47.455,-122.259
Target North Tacoma,Tacoma,WA,47.238,-122.48
Target Wenatchee,Wenatchee,WA,47.438,-120.328
Target Woodinville,Woodinville,WA,47.758,-122.155
Target Yakima,Yakima,WA,46.606,-120.49
Target Factoria,Bellevue,WA,47.574,-122.174
Target Puyallup,Puyallup,WA,47.159,-122.295
Target Bellevue 4th St and 116th Ave,Bellevue,WA,47.612,-122.184
Target Puyallup South,Puyallup,WA,47.113,-122.292
Target West Seattle,Seattle,WA,47.522,-122.369
Target North Spokane,Spokane,WA,47.748,-117.4
Target Northgate,Seattle,WA,47.709,-122.325
Target Seattle Pike Plaza,Seattle,WA,47.608,-122.338
Target Spokane Valley,Spokane,WA,47.656,-117.221
Target Spokane South,Spokane,WA,47.609,-117.365
Target Vancouver Plaza Dr,Vancouver,WA,45.651,-122.592
Target Vancouver Hazel Dell Ave,Vancouver,WA,45.686,-122.668
Target Vancouver Mill Plain Blvd,Vancouver,WA,45.617,-122.506
Target Eau Claire,Eau Claire,WI,44.779,-91.435
Target Delafield,Delafield,WI,43.051,-88.377
Target Brookfield,Brookfield,WI,43.035,-88.071
Target Fitchburg,Fitchburg,WI,43.015,-89.481
Target Fond du Lac,Fond Du Lac,WI,43.791,-88.485
Target Grafton,Grafton,WI,43.319,-87.925
Target Glendale North Shore,Glendale,WI,43.121,-87.912
Target Franklin,Franklin,WI,42.904,-88.038
Target Hudson,Hudson,WI,44.964,-92.725
Target Lake Geneva,Lake Geneva,WI,42.598,-88.416
Target Marshfield,Marshfield,WI,44.684,-90.162
Target Janesville,Janesville,WI,42.722,-88.999
Target Menomonee Falls,Menomonee Falls,WI,43.17,-88.124
Target Milwaukee Chase,Milwaukee,WI,42.992,-87.908
Target Oak Creek,Oak Creek,WI,42.881,-87.913
Target New Berlin,New Berlin,WI,42.959,-88.109
Target LaCrosse,Onalaska,WI,43.874,-91.193
Target Pleasant Prairie,Pleasant Prairie,WI,42.564,-87.928
Target Oshkosh,Oshkosh,WI,43.998,-88.579
Target Wausau,Schofield,WI,44.906,-89.592
Target Racine,Racine,WI,42.699,-87.844
Target Kohler,Sheboygan Falls,WI,43.716,-87.766
Target Stevens Point,Stevens Point,WI,44.525,-89.523
Target Sturgeon Bay,Sturgeon Bay,WI,44.823,-87.404
Target Sun Prairie,Sun Prairie,WI,43.171,-89.267
Target West Allis,West Allis,WI,42.992,-88.047
Target Wauwatosa,Wauwatosa,WI,43.088,-88.066
Target West Milwaukee,West Milwaukee,WI,43.015,-87.968
Target Appleton,Appleton,WI,44.273,-88.471
Target Appleton East,Appleton,WI,44.247,-88.359
Target Bellevue,Green Bay,WI,44.466,-87.986
Target Green Bay West,Green Bay,WI,44.491,-88.07
Target Madison West,Madison,WI,43.062,-89.525
Target Madison East,Madison,WI,43.119,-89.307
Target Madison Hilldale,Madison,WI,43.075,-89.454
Target Madison State Street,Madison,WI,43.075,-89.396
Target Waukesha,Waukesha,WI,43.034,-88.177
Target Waukesha South,Waukesha,WI,42.99,-88.259
Target Casper,Casper,WY,42.847,-106.271
Target Cheyenne,Cheyenne,WY,41.162,-104.8
Target Jackson Hole,Jackson,WY,43.469,-110.792
